x,y,result
52810,59341,6001
58920,56378,59021
15683,9124,36110
252,54107,16545
63502,60415,28291
10734,41212,16625
38354,52731,27194
34942,54330,3250
5761,38282,46551
60997,44452,33637
25323,33450,16041
19033,1206,93
6688,33083,4535
38140,47122,34341
20301,53521,27937
59815,7574,17358
47324,53197,64424
63952,63008,52876
62322,64205,18077
51578,60286,53534
59082,62313,46503
35961,31899,15652
49507,5365,9853
20691,55268,64474
43648,16151,59041
34183,3434,14609
49602,53217,18650
4640,56290,7129
20762,42781,352
37874,41064,27958
30764,32151,37752
48638,12551,49304
19811,47053,20150
10021,16595,280
45720,61600,44217
11343,39265,47920
58375,47305,12574
5626,42344,37369
52670,26318,20235
32075,30781,42469
42469,721,12365
34215,26533,14967
53938,38856,40602
17286,9163,38923
16099,55160,59066
50227,46863,64805
21774,33328,16787
59415,41585,49889
14843,3899,5141
58181,60563,1802
65499,3987,53035
34290,58337,39542
51292,39917,19854
35144,38425,50894
697,1682,1024
3668,43167,10898
2403,37884,51168
4163,56342,12285
11202,21449,40606
65505,27302,48033
11071,50194,31575
8628,32846,59697
17984,2505,45558
8893,32827,64603
6404,1537,13161
27853,6365,22547
5524,62143,48408
64703,56816,21263
36522,34309,56117
29703,37220,37668
35991,33372,23495
14849,38395,26548
5718,19012,50669
29199,16921,22415
40462,29166,22961
44224,51534,1856
13823,52852,9515
18842,31808,21046
55357,27736,65170
64635,61762,1841
29273,26951,43449
2590,34797,22309
23557,1755,21711
26075,60080,19015
36064,55779,15911
31762,6518,29129
23613,46612,25787
44913,29332,32477
86,8575,12156
46254,40549,23221
37741,24940,6396
26545,51565,17905
12254,45387,44009
17835,2074,763
7586,16932,5822
63836,36859,25078
43884,888,58320
6119,1903,2871
2643,32194,16980
61983,38708,19944
22436,28207,23900
45227,46049,61751
9281,24603,59250
9844,9368,25297
33178,56098,65141
49917,5382,28313
15500,10925,3153
56947,27755,28759
56312,9244,2336
29829,63899,17397
26177,28127,5589
35220,4523,26024
29016,41339,31414
6426,31660,25335
7996,2871,39477
4831,30432,30511
31079,50058,41288
10944,40361,54959
9123,20789,56345
49729,42302,6692
11349,34109,26470
47684,26850,62210
45034,39093,16276
54605,35809,34514
48337,18896,30100
34170,8977,3572
47024,3853,26891
13500,10502,17811
45192,19926,46894
42162,53189,46372
22798,46993,47677
18084,53877,63144
31514,29028,17089
28700,40638,54710
49817,12892,27294
17402,61167,25882
47001,65087,27536
22479,26498,52997
38643,11546,54255
62307,21442,17738
30442,30940,20830
30420,11928,59753
34793,43920,33557
22431,14448,52317
63847,64593,35977
2099,21107,26020
46049,20183,6823
9447,12026,43567
49212,38148,28003
52664,33492,25602
51041,4529,35051
29121,32505,35628
4078,51601,46470
59003,42722,52519
63147,55773,8241
64165,28052,3025
21175,29047,50624
39981,55969,29647
7429,62412,54517
4879,5738,18398
61468,6979,45469
26846,41979,61328
27163,36294,53987
54006,10837,42647
8904,41132,53161
44330,59946,64248
45662,7914,56029
26913,49741,48511
59515,20378,5996
26925,57124,55131
10613,25552,49406
19639,31789,19214
54599,59620,57764
22221,62029,45670
56494,27100,42446
2230,52424,57888
34080,29076,40729
28866,61243,58049
65370,17334,41699
6543,8737,60073
58467,50874,8726
3146,38591,23937
58788,30059,5975
22795,52765,19084
50437,49720,58109
44352,61051,19000
9734,63991,25640
27303,64334,4533
58074,49524,18730
60825,49031,25447
11087,63055,7986
35917,45168,22228
26594,64784,30345
40874,26427,23876
16581,47418,7362
35165,9511,24065
32754,38311,35871
48102,26004,21716
2832,5359,8918
13232,53270,41205
55080,57584,65401
48784,64815,25849
56038,10550,11019
63611,48574,3319
60075,58899,7629
32067,5625,12234
56417,2447,62533
50793,17473,63386
1694,26129,9026
43901,18275,23399
8009,13528,10407
27786,40764,33883
51839,10351,55607
1230,54672,16722
15711,14462,42172
42405,5253,44414
6508,25651,54547
4531,62547,24854
36202,2604,335
45583,30739,12210
61504,12113,40236
36364,52383,18314
14561,21620,38725
4319,16255,47773
47750,48220,48183
34531,55760,53984
61749,62318,22510
30986,48050,46306
7132,32216,40356
37185,22843,52994
46679,14052,4988
28097,53188,38866
39704,32628,27875
50197,10369,11864
35233,30243,65410
41108,31200,57160
42356,11935,30797
18046,56918,17395
33555,22365,12062
7635,15768,40040
5048,42167,60822
5990,1259,56966
38947,36976,37370
49310,46079,45722
3655,20957,19414
3385,50334,48987
35010,31482,39803
37984,9177,3159
64111,22643,21506
19546,33806,18050
52886,60655,23480
65006,29705,39117
7052,17514,5602
21085,40608,59842
39880,28721,28851
56376,44928,3463
5350,62367,2330
46188,44298,27429
33805,29960,18170
24839,37460,15486
50918,28224,54444
22256,20391,37228
59707,60240,44133
29569,58280,3897
17346,49115,14356
26549,4695,51041
44232,26018,34209
34400,51285,17896
43533,55486,61460
26356,17875,62161
18670,17195,56158
62804,24020,63859
14024,43454,16543
2780,47830,11039
7877,27620,23996
19753,58796,33809
55845,42009,27612
13650,50014,65431
36712,43219,59786
42756,54059,25425
26796,3768,37656
58754,5491,46306
29786,27617,46263
56777,7781,3690
17565,17595,25324
25657,36235,40548
34790,22923,32410
60256,48815,58157
840,63037,17253
31107,8718,63444
25119,50860,2813
1977,15426,14846
27332,15627,30869
65441,64045,8137
58846,42660,36534
52566,20105,37112
46428,45783,39935
25596,10676,37847
7862,16836,64553
18458,25427,40145
34431,44115,36936
61663,3684,30196
1501,56382,21021
52500,2342,46357
53881,18069,13126
11061,13463,7554
3392,13038,50615
28889,30725,44291
28665,28793,33607
29232,21974,31554
5915,16261,41466
42079,52344,51814
62044,2138,45606
63021,4368,9487
18974,15941,13664
29796,53406,39684
60057,25922,41561
57091,61559,33814
16766,44053,2088
63902,5109,15398
62123,9425,28615
18572,65515,53033
22463,47462,62682
30703,51129,42804
10718,59935,10101
7565,16633,56502
10659,49645,42616
3439,7166,44678
51783,923,26743
11535,5219,44435
16864,41331,26605
58625,11384,62422
1716,50178,56355
7405,18482,14182
28694,5769,1737
23592,25279,15872
15195,42165,31145
25256,37659,22820
24090,55959,4518
23250,34808,16888
50357,30816,65245
51442,61017,51828
14923,54882,47972
2645,1168,15058
55805,14180,54406
6388,7132,18527
55512,65014,43097
18516,57228,46017
49655,25922,46975
10173,12811,57751
31692,33766,22204
38090,46887,16772
10393,63347,22223
19008,34484,47272
53769,42259,24101
3755,38589,54831
7538,55197,23841
34068,22462,14674
44542,36714,36106
23631,34810,25563
50894,30019,58930
41942,40869,25838
29495,60459,52445
32560,13613,36661
20843,42734,48400
26424,52535,1707
10962,64514,42946
33884,21356,26532
62323,52893,33778
55840,50555,22918
29615,59595,41347
23606,37153,20271
49255,57674,51600
59615,28259,44773
28850,17708,7513
63069,14207,12029
47728,39474,40582
55077,11686,32053
34395,22099,22808
25299,55238,44864
64834,51723,41854
42236,10258,21040
50700,10583,62021
31614,47486,15258
63476,21916,396
32503,27554,4031
15974,56109,22655
64707,65229,5600
48246,58785,9223
27951,11559,45628
10956,25483,37150
25767,58685,39119
64958,15306,33049
4833,33815,343
37406,30132,13538
23516,36702,61284
16318,215,22012
46961,1480,56790
10798,13037,4209
48967,8737,24149
34954,15932,47763
36291,50929,62961
6504,35460,41075
50621,54751,4914
28708,13034,2006
772,39665,6062
38518,26539,23286
32812,37938,49971
41846,37645,33545
6216,13715,12676
2240,29732,61999
50418,18558,32568
29947,31841,5873
20039,40746,32347
44879,3468,39024
49483,14295,1905
19401,20236,9295
65224,25905,56251
55697,50307,4494
15118,18868,31359
63342,15891,24257
58533,36322,42730
42431,25807,19306
8723,18740,53866
63452,14939,2945
32455,155,31497
44672,17336,53514
18713,9082,21772
49178,38753,19881
49828,28519,60676
42222,33773,11269
42815,61623,44240
54010,42502,60621
21991,44169,50149
27272,37110,30684
63037,25076,7672
53001,56033,6293
61399,29895,6928
16302,4585,36545
48635,14217,2735
19524,15553,35390
14372,64196,27557
32889,33086,59687
7741,16530,22232
6301,57569,34722
45049,48524,16262
25805,22326,45445
44609,14277,51426
64828,1062,980
58447,26562,34663
38173,55947,48245
51639,25637,44165
46443,47500,49543
55532,62745,8119
52085,38629,32751
11425,6072,60170
54183,25797,41262
4731,21535,50348
58884,12472,26915
38065,65186,46631
4504,17576,64532
48172,30309,36929
39903,27244,34063
44587,39193,55069
28307,37497,26398
218,942,3143
27907,51857,54141
26579,8812,56096
33820,16573,50712
6020,20368,21201
55203,17445,53460
26441,43848,994
43243,31172,12969
65384,36590,45859
43645,37911,30963
36238,48149,65263
55488,18872,27783
12921,29853,49276
46117,57509,34601
3509,8886,20373
29469,3728,27530
9828,57377,5786
55585,36407,50862
651,23868,7677
52981,6672,39958
44236,42646,1072
24118,5139,41687
20957,1824,30567
36312,20803,20012
38414,14419,52361
58715,9114,33009
62569,48666,60705
27987,9952,55409
12981,8566,32881
1924,16491,55509
17452,31393,10603
20219,27281,94
23232,10267,18088
63688,23884,25845
34135,51131,23646
30557,12834,39482
28240,54675,40420
17974,49198,32104
56499,54286,45630
4463,29376,751
3168,63179,54210
38490,200,51844
46307,940,21142
10152,59289,12952
9507,12077,39868
10243,26960,56360
43471,30462,24093
54241,1165,19019
40730,52391,21408
25050,9327,57977
37985,55607,12801
22161,688,50235
44745,40136,58078
49886,35707,21227
28885,54350,20652
65083,32053,10721
51991,38036,10960
32253,32761,37538
38976,42406,57833
26512,48483,22045
54484,36755,24077
9906,32417,22494
1680,64147,3619
33583,42410,42735
51001,58633,26794
51738,23449,57369
48703,8362,27105
24137,27911,40716
48498,8485,23898
63618,11845,29096
62836,63163,50889
43899,49289,61750
35661,10615,24807
16513,9100,61115
53022,43025,8697
57584,41968,58572
14243,1952,27078
8848,15923,31237
561,42431,11876
58334,51563,42351
35526,44534,32925
9474,18692,18755
52896,33611,48897
46603,35857,46958
42097,44683,51092
47702,39395,243
42309,26064,20962
23147,12433,27184
36679,39660,48444
21534,24164,34638
17148,13580,26908
594,31391,58168
15533,9442,42033
47315,16095,11173
51874,40112,56070
2120,21863,35311
19108,11594,29932
40555,6467,26403
45206,21620,29090
42324,21765,14617
766,24489,31320
61161,43075,42525
50553,18771,23568
55509,21695,45156
58431,11505,12799
45859,10042,56660
25085,46454,28382
41434,40618,29246
55897,23211,20267
56714,42233,24245
63324,58834,27861
64096,16894,62757
4890,39113,56503
23362,50096,25295
60734,148,15228
6324,61500,16754
24638,1947,23669
39038,9653,15390
20718,29009,33513
31348,13612,54659
40514,11670,20859
23654,62,45243
58124,65088,63808
40681,48484,29647
22762,31857,29624
25179,20548,17589
25153,23738,48703
37443,30044,13529
62852,60806,57528
14602,58048,10382
60955,20926,44889
54011,20055,30170
22874,27511,48751
29708,43593,17935
56521,61057,9358
57205,31498,7841
7190,15322,32699
31561,65314,10613
14873,6704,45005
48260,37635,57519
38562,7902,28242
58184,63716,55294
31640,30090,33667
28222,28954,48355
25358,42825,39599
21465,20775,56401
63752,9938,21696
40830,21088,30116
37450,5001,41252
64681,28434,57947
521,56349,18745
59932,7711,7043
6134,25955,38371
7488,21007,13613
32660,55749,49240
58643,5685,39906
63652,51289,16617
3863,29755,5984
15842,32086,23442
58709,41200,45041
9374,14637,10769
61976,7588,22622
24575,37269,12717
28677,62026,33309
42270,27821,31702
24922,42792,63262
18633,19317,45230
50504,24767,48557
45273,57993,20101
45774,12396,22152
48204,38879,27252
18081,46319,10491
24631,21945,46947
10536,40473,16169
54032,3707,50737
16136,63406,42179
18345,12574,19271
5457,42920,362
49843,34134,23916
39409,26576,16314
61955,64331,39874
3831,15050,54163
18110,54335,2999
39818,63384,33108
46790,20054,11347
10242,29457,45082
58934,28324,9375
10238,18027,1210
50269,20774,56971
58501,38764,32749
24482,9100,46104
36632,42827,37264
21675,42089,11044
20210,5981,64251
10686,59619,51987
32558,7104,54412
58413,36389,41989
22155,10985,12720
25187,61973,28783
8832,6440,18483
16489,19074,55001
35897,9886,15099
47398,46136,43467
27914,32130,9696
1372,20878,19636
5356,25855,17199
29978,41989,22111
3144,51653,62487
18541,23354,17094
57634,29227,55498
17436,24654,42793
36332,10311,12935
61044,58487,11020
21297,20693,16171
54922,30129,58027
27133,5874,18749
49204,63031,12248
15761,31064,13796
43629,43675,7902
63195,45002,62833
64553,3014,47160
5319,28993,23880
45003,8464,7039
15109,63544,16503
31819,7206,30289
27234,49255,57110
31861,63567,11027
59566,27367,33904
56516,15325,12118
48061,45901,22739
45455,9657,9482
51776,29121,51541
7150,1999,55502
60186,50780,27110
45674,57843,64522
30244,44689,17264
60857,35564,22367
8145,40323,1093
44028,23255,52490
38330,10309,11841
30461,26,30190
59564,62322,33161
63593,53593,47908
24152,54572,54387
3381,6675,62113
34935,48836,46833
16333,21173,18914
12420,23484,37616
23173,7068,54656
8726,3309,16625
64911,38971,1594
47999,60231,40667
8997,56145,44786
35016,53026,63223
13862,7808,4899
63336,44323,2362
7835,57362,41997
41108,5891,22528
45418,65260,54106
60463,48799,37400
6398,29861,55811
32098,22731,23877
51035,44518,60580
46215,8670,4622
51586,54942,4839
11980,50960,28829
28375,59980,27136
45653,37373,22839
50588,15132,30197
24861,64450,56133
22941,22659,7422
43236,30776,20453
14484,18807,22855
36668,59903,9488
18529,31594,3877
43164,24928,53004
61455,9724,63162
47659,46953,64069
54243,28337,27207
55624,40291,56423
17741,2067,1381
25713,46117,38613
62047,5829,47970
17952,47097,47120
20962,42814,65409
46010,43903,37850
65474,23709,15010
9141,14421,37705
42516,45809,51913
8786,61046,54223
11866,51951,31493
20436,7783,2840
61676,2558,25646
54737,50381,10176
30895,44824,35823
25134,48637,59395
46891,50848,31013
29216,43401,1197
56678,47169,45572
24961,12102,7695
24445,5434,11602
56005,24382,60297
29143,65147,23602
38803,6121,16886
45418,47590,46830
1629,57284,64082
34003,22066,47690
65068,30141,14794
24624,54268,58925
14984,55519,31461
33554,40119,11486
38618,14908,49516
25430,2297,21896
58310,16570,6733
49466,17734,32337
28672,8374,38287
23168,19139,40032
32756,52312,11556
18748,6022,64352
58434,64167,6482
53612,60063,46437
55914,22078,21901
16592,55445,16635
52220,41216,20394
44176,1667,34076
31198,12193,15226
41786,4279,27040
27102,1678,26741
6576,19874,45950
18248,56042,40000
37609,46921,18897
64416,60777,59009
523,31635,49400
47552,19271,29335
37657,40448,61534
17901,25732,5560
34974,8278,31911
47811,51566,42330
63724,34493,30582
27244,42362,34237
36160,58442,59791
54556,12409,54931
62721,16120,8787
14087,3760,29244
35995,32336,43482
59802,8066,43160
13719,58681,61187
3305,14242,38910
24779,50857,57429
33514,62437,14546
25768,51416,59491
22631,60742,1875
59694,4904,58689
46770,57881,23762
39398,8477,2744
34706,10020,50789
1381,23724,38647
22429,64103,21748
39844,36517,28590
2325,10301,5757
3315,62128,4210
18367,17035,30302
55272,21673,14497
31277,14513,21205
6993,64792,9369
11412,32761,65397
50670,34043,49264
27965,44827,28343
38948,9198,2348
37170,12808,60451
17675,6338,3685
22829,19057,45924
30062,45258,44773
17622,4369,293
16238,19947,12053
14671,19553,31632
16538,33038,47763
36588,6272,21209
54712,2328,38118
20785,61705,19889
1582,32197,53158
28929,52252,39792
703,56894,24814
31542,39652,51973
555,3174,47026
52461,18230,12225
9513,9752,12365
37287,39576,9150
55011,54909,9990
43945,5711,54983
9319,58617,32510
25265,25858,15907
26118,61854,9477
32130,15292,58778
64182,52915,43085
11460,227,11823
19575,40389,21400
52479,20279,60463
31746,18484,20214
59932,32301,7954
21658,46855,457
50531,31171,54924
56608,22281,37007
5210,46082,62164
11652,49156,8599
51794,20972,41609
42235,11521,63804
46831,2815,50285
7837,13423,59501
18107,6482,4835
801,29567,47289
6709,20377,14422
4419,59189,24967
40656,36165,47932
12135,35051,4511
2928,33794,26355
16368,53460,58796
64966,7439,33221
10203,4638,33538
53521,21856,25384
53794,39778,40306
42829,30491,34724
51300,24122,58376
33306,59138,58787
37545,51414,64566
82,38347,62703
15444,6791,45629
58724,19863,32096
443,33843,9687
56029,12578,57548
3356,58957,33469
46372,19725,5285
46880,45800,22948
27165,57083,38012
50439,15148,40740
13402,38695,39745
54927,56231,38061
3649,40689,15305
14815,36955,47528
34289,52361,13470
22832,34371,15021
25170,38276,34986
41163,18357,33808
58139,41606,35195
52200,48630,60891
54185,55557,33385
42050,35020,30384
9744,23393,44733
15283,36909,49864
14939,184,33131
52058,28341,20553
38880,41448,40573
19034,42529,34161
16599,33850,5088
13947,50888,43186
20673,36779,17806
19722,45844,60844
9517,60886,35245
64201,2119,6674
36955,50864,32637
50750,25602,56307
40883,27263,44344
60623,50628,19471
50656,10368,14603
22000,57,51983
10552,8520,6832
28398,49433,47528
49969,47433,24693
26424,1030,60471
15745,40371,39661
51919,36419,4300
11612,6104,46341
16725,21130,48023
1452,15389,25375
23249,38407,50140
715,8461,22189
64010,41598,15200
35724,59095,32772
26688,20843,56405
3925,48688,22103
20901,14478,53113
57209,49299,521
63911,41640,35208
31195,24798,3878
42671,46941,31625
65169,29052,19098
17822,11244,43695
35156,34548,46857
32374,36609,19511
49937,55623,50476
9478,50652,14777
64085,7950,46012
26712,34272,14239
1508,53401,19959
55115,5434,56444
36551,10478,19229
19913,28223,26990
59778,18286,24879
4326,25435,45776
43084,46997,6226
6838,42716,49349
10511,24661,8750
53960,45668,18645
59209,20796,12125
16739,43608,63021
10882,26218,45606
28722,9429,6093
34169,55435,37217
43701,35677,15773
43298,33279,45709
41112,14312,9807
43757,61025,12420
42536,37998,55628
13773,46862,32793
63434,56858,64156
28322,4735,42581
34037,38834,2042
29396,22459,47041
18964,23067,42227
43256,35704,53998
1138,54138,30634
61922,29861,9908
63568,30553,60761
19758,41731,2963
693,63057,50401
9473,41805,47793
11832,53231,42138
37292,54368,664
25691,51066,11820
35693,23587,63515
42387,64015,31002
28322,10886,17452
37311,57719,53163
33346,56276,21455
15249,11064,50001
26442,16387,45983
65203,22827,22458
46249,63233,53377
53381,470,47179
39427,54075,39780
63527,48900,30212
30342,9822,1965
36594,2097,49798
64191,62285,18642
53164,34346,45217
20335,30013,20888
32824,48658,31219
40900,4598,9622
40839,8708,7066
60874,56089,14946
19773,21779,23039
6938,19438,3166
44606,53188,60738
17134,32449,28086
53658,56562,57378
20986,51648,12949
39924,51329,21198
61470,10980,8408
53427,60124,53955
7728,41053,7315
28933,28063,19657
5529,61757,28124
11183,46429,17369
817,52023,40616
55138,61692,63901
42574,9373,42149
17933,49513,30178
28812,62540,17847
37163,45946,30746
29452,25284,61031
36970,50439,55381
11394,11357,34392
36230,7327,27889
22338,24120,31556
1913,30066,48273
65174,30846,9645
58130,5165,8588
27066,3776,47223
51595,27884,43095
55800,41196,49364
24038,32836,31554
50569,41972,29237
16812,13844,18488
38974,53976,14201
59790,2888,26307
13722,31223,22004
53327,25117,58748
42581,24020,42724
32444,64919,22744
48140,34357,15825
29448,47777,54036
65204,22041,4443
52942,26732,58001
25818,39000,13282
54616,16080,56924
14658,13116,36219
48917,65228,52297
55089,191,25302
13534,28525,51202
54168,7787,39094
31414,2352,1010
39011,19203,60706
27469,16054,34580
43224,59913,43564
15436,25826,2718
28733,44885,45802
8066,28399,1318
1388,61008,35339
55131,27207,22077
34471,44210,41639
43287,49130,24495
57327,26667,8479
48820,46878,47592
26858,62354,25656
9865,15488,39565
4604,41279,43880
17841,43615,9607
60483,45310,19365
59669,38169,42892
39686,9568,19448
63996,2882,26581
54453,6524,31517
31281,55842,19930
1995,20875,22184
17511,36466,14359
65085,60799,162
20058,56875,8891
21928,3341,48724
38215,48787,51598
157,48081,40401
64275,4762,34204
23822,16579,39271
48377,18768,32740
61889,42508,48838
56937,36038,33521
52076,55396,37384
38920,40992,52025
61920,4664,48965
31296,63916,3773
25540,48808,61779
34845,25088,20775
44069,54904,27720
16425,459,42436
58245,54640,55941
49246,58403,40446
37183,47984,27335
63165,61006,62463
64563,46004,7816
14236,60915,37619
22975,5636,51349
31416,9514,56451
61032,4798,9307
50506,57415,1148
9463,16265,30480
55794,35003,48230
65073,25101,15800
60092,43604,44930
14467,10979,43818
44064,7175,31956
82,27773,49326
40,37266,52817
10219,63205,55826
32734,9245,45055
43672,46971,232
4622,1110,26071
52608,36038,65281
10624,48103,17030
40837,61131,51314
39981,50301,16190
11858,30237,15798
19767,11394,26800
55338,14321,17460
54998,4268,5199
25301,33525,51563
11443,25383,51009
61298,11483,3728
62650,5980,43156
9151,29846,21535
15225,52824,61889
11280,19848,17413
53934,63888,39552
55887,64558,10142
46453,31187,11419
60151,20896,29993
15950,6472,51658
51133,35718,8223
17866,40934,13659
50040,7327,31999
45202,9803,34426
40852,56646,7669
35187,36613,60678
2592,32299,51131
42593,11743,4262
62146,57819,60254
64568,7888,51352
12129,52964,49729
6239,2479,36781
51984,52692,1948
33666,46598,7974
8051,49617,8423
53071,59184,59261
19798,5399,2147
34581,4300,42616
12726,14246,19388
14104,53579,24836
5354,49292,36042
24654,7946,46938
16054,1710,16069
19690,12663,11641
59530,18720,43639
20551,6122,17961
6146,26791,56132
8601,58131,19998
13945,42268,50001
39192,21996,20514
26348,26725,39734
15643,46146,463
32125,50224,56258
50447,44852,21672
64471,64551,27771
32893,4287,27580
48306,57548,63361
12234,64360,31267
59259,31925,1677
11485,53251,33898
50645,32037,38234
59373,56792,57490
58828,2437,28294
49386,7236,1749
44705,23040,60414
29233,5515,14194
49766,44877,14716
51662,16353,43346
29564,36571,31848
61205,28497,1478
35585,28561,5783
32785,18353,49386
20572,45019,5899
17176,14293,176
11406,28662,25400
2007,62052,48216
60700,61380,11835
53307,53991,12565
63817,37155,37556
61227,42985,7655
60196,24923,36189
48500,44424,63790
4262,34624,59138
60778,33826,6192
5658,56445,40215
62324,41243,1998
19469,29571,28283
59597,40041,48932
9052,11235,5728
54334,20459,45243
39898,56342,6867
16974,35060,23419
52184,4743,38164
23513,50464,28953
41899,19203,17689
27911,36557,24489
44127,10874,57413
15444,48389,4360
45498,10684,50449
16678,51157,43277
1592,13464,27196
26862,21061,55057
43035,20921,14463
61102,52088,17088
32157,49899,21921
7010,6518,17184
40703,23984,32447
41578,27350,51131
28728,65092,49796
12276,5090,14407
18758,40188,24866
41647,62885,62357
51062,57091,5949
45737,31023,34889
2238,62415,59535
16642,3830,49961
10341,43505,52598
24891,53377,14717
64427,20455,18751
39928,31046,36144
4817,46938,17524
37564,45520,41812
5385,13605,50627
7332,34114,8578
13159,19608,1800
39204,31918,65374
59796,15314,45715
29265,45321,48360
6867,9464,19920
10806,9105,44062
6341,27448,10135
12936,16683,19646
5415,37827,27598
4523,4304,28353
58282,44451,60731
35351,63100,54761
25852,7378,52833
43082,31238,51067
20983,50414,48566
65352,34143,15438
4485,39019,33651
524,64282,52716
54333,29789,13795
44066,61201,35268
39254,54872,46941
4769,45595,12315
16783,17705,32259
62279,22198,58749
55532,1265,19326
26503,48277,27720
45716,61855,63844
45839,6031,5398
3695,23383,25378
37269,24679,46555
8260,37084,35087
58823,12746,16035
10565,59347,32025
11491,64899,40917
23599,55557,57499
60562,62853,24784
44892,65332,43384
42911,61675,49150
17499,39652,41084
18336,7493,13155
40917,44839,25506
55771,21096,44
41157,36072,62354
27128,44853,32365
59456,64397,60219
3994,2179,52938
35944,62818,30633
14926,46510,15066
56628,26418,5820
45871,14689,7857
16437,40896,34694
12004,61329,48301
40690,54915,43399
57466,58189,21273
29030,10264,20844
145,4410,4041
55104,55917,21102
25507,30724,41687
26452,52635,26418
10039,20370,38653
51494,14034,42276
22550,21901,25677
11314,37477,53953
2873,2404,14040
63895,48745,53985
17094,14794,46040
24103,29098,10096
10586,64793,34705
18476,2515,48458
57445,47506,37192
12780,57591,37804
51917,2347,2507
47970,11886,30778
33071,8884,2418
64521,43110,49558
29255,50478,38396
57144,51806,40283
6841,2921,13185
23745,9714,14084
5326,22102,48931
58459,22421,61694
36897,17025,54033
51520,47484,34679
16281,4458,33802
49999,8188,51072
51965,62780,26393
242,38344,31510
65127,48212,11208
50230,32660,20905
57097,49214,300
10233,20815,43710
34154,1840,25827
7083,40995,43372
4762,30829,26957
50710,10089,5775
52931,43632,28098
32510,24291,11501
60657,18492,36886
6237,11400,6183
22950,56237,31468
19589,9378,30549
53479,19831,44524
47722,53069,38990
2506,32415,40630
20191,59604,10035
16091,30425,38257
14881,50245,2768
32265,21964,47482
25703,37028,48756
52793,10875,36047
47117,40187,41678
54507,14089,43747
64478,49627,48952
32581,5178,9694
61027,55532,53200
61416,15079,17549
64910,49357,41038
34911,47095,32888
36888,37417,44202
13972,57080,22629
31483,30064,63469
21967,46364,36639
14772,54233,59215
2791,40475,64783
25724,55584,57782
51350,7303,27402
30234,40320,46395
21392,29175,8195
24409,53974,15024
34353,19899,40297
43968,30231,19727
34979,43341,50903
14051,4352,11714
24898,50940,15039
41769,38871,30314
42483,7715,17671
3398,64451,51045
54080,18170,14023
53146,56871,63332
58645,13332,4816
46918,44458,41649
20636,11615,46789
19240,42028,63660
40790,43650,56831
30465,9606,27477
63550,8896,26443
39837,32991,15541
52237,53889,47516
37343,11598,41281
39292,13575,18122
50470,16237,63619
21291,53868,23295
15150,9834,57733
6500,2758,37564
1167,65145,18735
16091,48086,12985
44065,36727,24768
59701,63306,5
13218,34953,2986
41419,43684,23688
44560,39432,62614
52580,18859,2676
6885,39279,35024
7211,44229,20240
50878,46503,37372
57805,35810,36438
62740,13559,47197
24140,12352,50881
23393,30640,58573
15111,24561,26417
30248,31203,10176
7109,8776,64282
2393,1273,25217
6545,15612,63001
36227,47964,62280
59296,15249,61071
21859,46339,7069
34109,28744,2316
20081,41321,55560
7436,5421,54076
22286,65242,51496
41232,19489,35951
13263,65372,39277
31842,36657,823
30475,46954,34306
61218,60724,29975
12619,2790,64150
3962,15013,31757
4063,10508,47273
30625,40291,9686
58473,24384,76
55541,14794,53419
5185,24112,14704
43539,25266,6062
65433,50975,31478
30688,22182,33568
50680,6382,58842
41672,63944,58734
6216,7976,10383
35063,36692,35479
54930,30743,62925
31878,2012,22329
33534,35841,5538
17025,37598,37950
46349,47651,55864
12351,39285,59780
6498,2354,11563
54079,11683,17093
26467,32080,11495
36950,26363,61071
17518,2100,23802
48546,2660,29822
8482,24680,25973
1066,14699,61105
32656,36130,3378
51391,22049,53967
1335,17732,60303
24061,34869,9961
53574,41086,61716
6929,34386,35413
23200,19281,59428
8133,29698,52043
21636,62212,49163
41382,48103,22328
28755,12794,55057
8929,46273,41688
14894,57475,23357
48934,23377,10492
16617,50001,18137
38076,49274,51972
20593,23930,21172
5785,21929,23435
41663,29846,1491
56799,29699,43457
5395,63728,12297
64085,28596,9025
17472,6681,40384
58294,39108,5016
3356,34138,9659
21674,32111,2236
46933,30604,9946
12847,61828,56328
22541,61782,19394
19667,39159,50664
46246,57744,40217
22896,1301,45470
16136,28682,220
23231,57799,12734
58529,14492,65077
21960,63924,57802
12683,20508,20036
26982,30155,20407
27189,19739,37690
3726,30546,57119
53878,25401,57051
62657,35273,53901
56005,9967,60905
31563,13009,54026
6212,51231,13291
52169,52458,55577
43437,9527,58085
53759,59574,32763
38209,11453,57258
51835,31200,46915
25945,8258,39877
29587,38628,65207
28767,56570,28295
3246,55957,40417
10772,6972,65142
20965,64650,19469
32373,18085,5765
34386,22840,53766
28053,412,65042
35850,34265,16099
51643,22481,2091
21185,29543,56459
32009,9407,40340
23579,4681,60090
20860,9877,25143
35882,46805,43851
18135,65469,10969
19896,46902,22240
56502,23142,56818
37322,1736,18793
30115,58287,12294
849,62489,16998
10834,35236,40888
19792,38887,60344
35648,55642,49553
7615,21754,51243
12586,28800,222
51297,44595,61197
38208,9339,46453
49276,59068,61417
19216,19620,62300
40336,37352,30900
19552,60233,57330
18716,10517,8446
17838,56038,37466
12254,47953,8606
48788,13103,5865
44905,59623,43065
48340,64697,34436
32973,18450,64866
54801,40588,4684
40205,1849,7315
3850,25964,33379
46445,42058,37433
35304,30183,56352
